Order_ID,Order_Date,Region,Product_Category,Ship_Mode,Unit_Price,Quantity,Shipping_Cost,Delivery_Status,Total_Sales,Profit_Margin,Total_Profit,Estimated_Lead_Time,Actual_Delay_Days
ORD-119778,2025-03-12,North America,Electronics,Ocean Freight,1075.65,5,172.94,Delivered,5378.25,0.1863,1001.97,6,0
ORD-119779,2025-07-16,Asia-Pacific,Fashion,Air Priority,743.62,10,407.94,Delivered,7436.2,0.1478,1099.07,7,0
ORD-119780,2025-02-27,Europe,Healthcare,Land Transport,1342.51,3,377.07,Delivered,4027.53,0.1598,643.6,11,0
ORD-119781,2025-04-22,Latin America,Fashion,Ocean Freight,1290.85,12,281.66,Delivered,15490.2,0.1675,2594.61,14,0
ORD-119782,2025-02-17,Middle East,Healthcare,Ocean Freight,1133.3,6,92.39,Delivered,6799.8,0.1787,1215.12,9,0
ORD-119783,2025-07-04,Latin America,Electronics,Land Transport,1230.83,13,209.49,Cancelled,16000.79,0.2004,3206.56,10,0
ORD-119784,2025-11-23,Latin America,Fashion,Air Priority,817.67,3,18.24,Delivered,2453.01,0.1758,431.24,9,0
ORD-119785,2025-06-14,Middle East,Home Decor,Air Priority,788.07,7,409.16,Delivered,5516.49,0.0739,407.67,13,0
ORD-119786,2025-08-03,Europe,Home Decor,Land Transport,1746.96,8,111.07,Delayed,13975.68,0.0631,881.87,14,3
ORD-119787,2025-11-27,Latin America,Fashion,Land Transport,1706.99,11,172.06,Delayed,18776.89,0.0933,1751.88,8,3
ORD-119788,2025-11-26,Europe,Automotive,Air Priority,789.4,14,201.5,Delivered,11051.6,0.0704,778.03,7,0
ORD-119789,2025-05-01,Latin America,Home Decor,Air Priority,1504.18,3,155.22,Delayed,4512.54,0.1737,783.83,12,5
ORD-119790,2025-08-01,Asia-Pacific,Healthcare,Air Priority,1560.35,5,320.72,Delivered,7801.75,0.1558,1215.51,10,0
ORD-119791,2025-11-07,Middle East,Automotive,Air Priority,1572.8,6,275.53,Cancelled,9436.8,0.2292,2162.91,6,0
ORD-119792,2025-02-10,North America,Healthcare,Land Transport,677.55,3,315.87,Delivered,2032.65,0.0976,198.39,9,0
ORD-119793,2025-12-19,Middle East,Electronics,Land Transport,1637.91,5,157.58,Delivered,8189.55,0.1091,893.48,8,0
ORD-119794,2025-10-16,Latin America,Home Decor,Air Priority,1173.1,4,247.06,Delivered,4692.4,0.1878,881.23,3,0
ORD-119795,2025-06-17,Latin America,Electronics,Ocean Freight,1726.68,7,479.74,Delayed,12086.76,0.2191,2648.21,8,1
ORD-119796,2025-02-03,Asia-Pacific,Automotive,Air Priority,239.95,11,190.47,Delivered,2639.45,0.1973,520.76,12,0
ORD-119797,2025-11-14,Asia-Pacific,Healthcare,Ocean Freight,979.31,13,71.56,In Transit,12731.03,0.1327,1689.41,9,0
ORD-119798,2025-10-02,Middle East,Home Decor,Air Priority,1816.0,11,114.67,Delivered,19976.0,0.113,2257.29,14,0
ORD-119799,2025-07-16,North America,Fashion,Land Transport,1609.31,11,127.74,Delivered,17702.41,0.1146,2028.7,7,0
ORD-119800,2025-07-10,Middle East,Electronics,Land Transport,603.11,11,79.93,Delivered,6634.21,0.2124,1409.11,8,0
ORD-119801,2025-08-09,North America,Home Decor,Air Priority,548.03,3,490.18,Delivered,1644.09,0.0805,132.35,11,0
ORD-119802,2025-01-10,Europe,Fashion,Land Transport,118.71,14,352.98,In Transit,1661.94,0.0938,155.89,10,0
ORD-119803,2025-04-30,Latin America,Automotive,Ocean Freight,1769.2,11,26.26,Delivered,19461.2,0.2099,4084.91,3,0
ORD-119804,2025-05-03,Europe,Fashion,Ocean Freight,1443.7,8,46.66,Delivered,11549.6,0.1385,1599.62,13,0
ORD-119805,2025-09-04,Middle East,Automotive,Air Priority,1472.23,4,157.75,Delivered,5888.92,0.1336,786.76,6,0
ORD-119806,2025-12-26,North America,Electronics,Air Priority,533.93,4,70.81,Delivered,2135.72,0.1039,221.9,5,0
ORD-119807,2025-08-09,North America,Fashion,Land Transport,1108.9,12,227.63,Delivered,13306.8,0.157,2089.17,12,0
ORD-119808,2025-09-18,Europe,Healthcare,Land Transport,1453.8,8,69.04,Delivered,11630.4,0.2372,2758.73,3,0
ORD-119809,2025-02-27,Asia-Pacific,Healthcare,Air Priority,873.62,4,204.24,In Transit,3494.48,0.1605,560.86,13,0
ORD-119810,2025-11-11,Asia-Pacific,Healthcare,Air Priority,249.01,11,437.06,Delivered,2739.11,0.0741,202.97,13,0
ORD-119811,2025-05-08,Europe,Automotive,Land Transport,699.89,3,443.23,Delivered,2099.67,0.2362,495.94,11,0
ORD-119812,2025-07-06,Asia-Pacific,Fashion,Air Priority,1252.41,13,124.69,Delivered,16281.33,0.1452,2364.05,10,0
ORD-119813,2025-07-24,North America,Home Decor,Ocean Freight,393.04,8,53.96,Delivered,3144.32,0.134,421.34,9,0
ORD-119814,2025-03-27,Middle East,Fashion,Air Priority,1965.55,11,393.92,Delivered,21621.05,0.1989,4300.43,4,0
ORD-119815,2025-04-14,Asia-Pacific,Fashion,Air Priority,1607.74,3,365.64,Cancelled,4823.22,0.2314,1116.09,14,0
ORD-119816,2025-05-23,North America,Electronics,Land Transport,1306.6,14,423.3,In Transit,18292.4,0.2124,3885.31,3,0
ORD-119817,2025-07-24,Middle East,Home Decor,Land Transport,1177.2,9,450.38,In Transit,10594.8,0.11,1165.43,9,0
ORD-119818,2025-05-09,North America,Healthcare,Land Transport,664.47,4,129.6,Cancelled,2657.88,0.1945,516.96,13,0
ORD-119819,2025-09-03,Latin America,Automotive,Air Priority,866.69,2,349.45,Delivered,1733.38,0.0735,127.4,13,0
ORD-119820,2025-02-07,Middle East,Home Decor,Ocean Freight,1213.53,3,404.12,In Transit,3640.59,0.1198,436.14,4,0
ORD-119821,2025-12-29,Latin America,Healthcare,Land Transport,593.36,5,319.74,Delivered,2966.8,0.1431,424.55,12,0
ORD-119822,2025-04-19,Asia-Pacific,Automotive,Ocean Freight,898.16,4,489.65,Delivered,3592.64,0.0748,268.73,13,0
ORD-119823,2025-11-05,Asia-Pacific,Home Decor,Land Transport,615.71,5,242.65,Delivered,3078.55,0.1903,585.85,14,0
ORD-119824,2025-02-21,North America,Automotive,Air Priority,1825.51,6,12.34,In Transit,10953.06,0.1705,1867.5,11,0
ORD-119825,2025-01-01,Europe,Automotive,Ocean Freight,145.8,11,91.13,Cancelled,1603.8,0.1351,216.67,12,0
ORD-119826,2025-01-11,North America,Healthcare,Air Priority,1175.52,10,167.42,Delivered,11755.2,0.0638,749.98,4,0
ORD-119827,2025-11-10,Latin America,Electronics,Land Transport,1834.61,4,207.7,Delivered,7338.44,0.1072,786.68,5,0
ORD-119828,2025-08-23,Middle East,Healthcare,Air Priority,1561.26,5,249.68,Delivered,7806.3,0.2304,1798.57,8,0
ORD-119829,2025-05-08,Europe,Home Decor,Land Transport,1567.77,10,14.42,Delivered,15677.7,0.1485,2328.14,5,0
ORD-119830,2025-08-02,North America,Healthcare,Ocean Freight,179.26,14,491.87,Delayed,2509.64,0.2125,533.3,6,3
ORD-119831,2025-08-31,Latin America,Healthcare,Ocean Freight,1482.82,2,72.84,Delivered,2965.64,0.0637,188.91,5,0
ORD-119832,2025-02-13,Latin America,Healthcare,Ocean Freight,820.27,5,376.82,Delivered,4101.35,0.191,783.36,3,0
ORD-119833,2025-01-06,Asia-Pacific,Home Decor,Air Priority,1073.38,3,251.66,In Transit,3220.14,0.2435,784.1,14,0
ORD-119834,2025-06-05,North America,Home Decor,Air Priority,1358.39,1,263.72,Delayed,1358.39,0.2364,321.12,6,7
ORD-119835,2025-01-08,North America,Automotive,Air Priority,1252.9,5,279.14,Delivered,6264.5,0.0877,549.4,13,0
ORD-119836,2025-01-05,Latin America,Automotive,Ocean Freight,1179.5,2,257.45,Delivered,2359.0,0.1955,461.18,7,0
ORD-119837,2025-12-28,North America,Home Decor,Land Transport,678.35,13,276.61,Delivered,8818.55,0.0871,768.1,13,0
ORD-119838,2025-07-01,Asia-Pacific,Automotive,Air Priority,1056.79,5,465.6,Delayed,5283.95,0.1024,541.08,7,8
ORD-119839,2025-04-22,Europe,Healthcare,Ocean Freight,138.86,1,355.77,Delivered,138.86,0.0965,13.4,9,0
ORD-119840,2025-09-30,Latin America,Fashion,Land Transport,799.21,2,196.1,Delivered,1598.42,0.1905,304.5,14,0
ORD-119841,2025-09-22,Asia-Pacific,Fashion,Land Transport,979.16,4,305.49,Delivered,3916.64,0.2107,825.24,9,0
ORD-119842,2025-07-31,Asia-Pacific,Automotive,Ocean Freight,840.71,5,303.72,Delivered,4203.55,0.2454,1031.55,8,0
ORD-119843,2025-03-19,Middle East,Automotive,Land Transport,993.34,5,380.3,Delivered,4966.7,0.083,412.24,7,0
ORD-119844,2025-09-27,Europe,Electronics,Land Transport,645.9,11,364.48,Delivered,7104.9,0.1592,1131.1,10,0
ORD-119845,2025-06-03,Asia-Pacific,Healthcare,Air Priority,1829.8,5,19.41,Delivered,9149.0,0.1268,1160.09,7,0
ORD-119846,2025-08-09,Middle East,Healthcare,Air Priority,1961.08,1,322.46,Delivered,1961.08,0.2299,450.85,14,0
ORD-119847,2025-12-13,Middle East,Electronics,Land Transport,614.33,1,407.01,Delivered,614.33,0.1628,100.01,6,0
ORD-119848,2025-01-25,North America,Electronics,Air Priority,1479.02,7,45.12,Delivered,10353.14,0.2302,2383.29,7,0
ORD-119849,2025-12-20,Asia-Pacific,Fashion,Air Priority,1806.05,6,294.56,Delivered,10836.3,0.1084,1174.65,11,0
ORD-119850,2025-07-27,Latin America,Healthcare,Air Priority,696.7,9,427.88,Delivered,6270.3,0.2431,1524.31,14,0
ORD-119851,2025-01-03,North America,Healthcare,Air Priority,997.9,14,20.4,Delivered,13970.6,0.1606,2243.68,6,0
ORD-119852,2025-08-03,Europe,Home Decor,Land Transport,281.43,1,187.66,Cancelled,281.43,0.2118,59.61,14,0
ORD-119853,2025-04-22,Latin America,Healthcare,Air Priority,1649.68,14,224.7,Delivered,23095.52,0.2469,5702.28,3,0
ORD-119854,2025-07-11,Latin America,Fashion,Land Transport,1694.42,10,312.84,Delivered,16944.2,0.2299,3895.47,12,0
ORD-119855,2025-02-16,Middle East,Fashion,Land Transport,522.94,13,312.9,Delivered,6798.22,0.2067,1405.19,11,0
ORD-119856,2025-08-09,Asia-Pacific,Electronics,Ocean Freight,719.29,7,133.72,Delivered,5035.03,0.1517,763.81,11,0
ORD-119857,2025-07-06,Middle East,Fashion,Air Priority,965.19,1,442.07,Delivered,965.19,0.1263,121.9,8,0
ORD-119858,2025-02-19,Middle East,Fashion,Land Transport,1822.07,4,309.12,Delivered,7288.28,0.0971,707.69,14,0
ORD-119859,2025-07-16,Asia-Pacific,Home Decor,Land Transport,1896.98,10,124.73,Delivered,18969.8,0.1676,3179.34,7,0
ORD-119860,2025-08-04,Asia-Pacific,Fashion,Ocean Freight,829.35,6,38.43,Delivered,4976.1,0.2171,1080.31,3,0
ORD-119861,2025-08-09,Asia-Pacific,Automotive,Ocean Freight,696.46,1,387.91,In Transit,696.46,0.1787,124.46,13,0
ORD-119862,2025-03-31,Middle East,Automotive,Ocean Freight,78.29,2,20.96,Delayed,156.58,0.1263,19.78,9,2
ORD-119863,2025-08-20,Asia-Pacific,Electronics,Ocean Freight,1027.4,14,414.76,Delayed,14383.6,0.0712,1024.11,4,9
ORD-119864,2025-11-19,Asia-Pacific,Healthcare,Air Priority,1787.49,8,488.44,Delayed,14299.92,0.1179,1685.96,7,2
ORD-119865,2025-09-15,Latin America,Healthcare,Land Transport,1374.84,13,434.49,Delayed,17872.92,0.0856,1529.92,7,2
ORD-119866,2025-06-02,Middle East,Home Decor,Ocean Freight,511.98,2,247.1,Delivered,1023.96,0.0841,86.12,4,0
ORD-119867,2025-09-13,Asia-Pacific,Fashion,Ocean Freight,271.37,9,200.41,Cancelled,2442.33,0.1714,418.62,13,0
ORD-119868,2025-09-15,Middle East,Fashion,Land Transport,776.58,1,100.61,Delivered,776.58,0.1091,84.72,9,0
ORD-119869,2025-03-06,Europe,Fashion,Land Transport,1476.97,8,305.03,Delivered,11815.76,0.1258,1486.42,12,0
ORD-119870,2025-07-09,North America,Fashion,Air Priority,1889.66,9,337.12,Delivered,17006.94,0.0511,869.05,8,0
ORD-119871,2025-04-01,Latin America,Fashion,Ocean Freight,804.28,11,112.09,Delivered,8847.08,0.2136,1889.74,10,0
ORD-119872,2025-06-22,Latin America,Automotive,Land Transport,1521.16,12,470.43,In Transit,18253.92,0.0614,1120.79,6,0
ORD-119873,2025-09-04,Middle East,Home Decor,Land Transport,1037.37,4,115.52,Delivered,4149.48,0.2217,919.94,13,0
ORD-119874,2025-09-13,Asia-Pacific,Electronics,Ocean Freight,1091.43,9,428.95,In Transit,9822.87,0.1252,1229.82,9,0
ORD-119875,2025-04-26,Middle East,Electronics,Ocean Freight,1193.54,6,132.0,Delivered,7161.24,0.1989,1424.37,6,0
ORD-119876,2025-02-18,North America,Automotive,Land Transport,578.81,1,82.58,Delivered,578.81,0.0813,47.06,4,0
ORD-119877,2025-08-15,Latin America,Fashion,Ocean Freight,589.99,4,116.49,Delayed,2359.96,0.2349,554.35,5,5
ORD-119878,2025-03-10,Latin America,Fashion,Land Transport,1179.65,8,212.88,Delivered,9437.2,0.1298,1224.95,10,0
ORD-119879,2025-05-06,North America,Healthcare,Air Priority,823.63,11,319.91,Delivered,9059.93,0.1454,1317.31,13,0
ORD-119880,2025-08-01,Middle East,Electronics,Air Priority,639.41,9,266.89,Delayed,5754.69,0.0835,480.52,12,7
ORD-119881,2025-02-22,Latin America,Healthcare,Ocean Freight,1382.76,7,162.74,Delivered,9679.32,0.1946,1883.6,5,0
ORD-119882,2025-04-22,Asia-Pacific,Electronics,Land Transport,188.15,11,66.49,Delivered,2069.65,0.2075,429.45,10,0
ORD-119883,2025-06-08,Middle East,Healthcare,Ocean Freight,318.48,9,123.74,In Transit,2866.32,0.1763,505.33,13,0
ORD-119884,2025-08-28,Asia-Pacific,Fashion,Ocean Freight,342.64,13,292.23,Delayed,4454.32,0.075,334.07,7,5
ORD-119885,2025-05-30,Europe,Fashion,Ocean Freight,779.54,11,182.34,Delivered,8574.94,0.2438,2090.57,6,0
ORD-119886,2025-05-19,North America,Fashion,Air Priority,1833.67,10,494.52,In Transit,18336.7,0.0572,1048.86,5,0
ORD-119887,2025-04-23,Latin America,Home Decor,Air Priority,1849.97,9,478.9,In Transit,16649.73,0.2332,3882.72,10,0
ORD-119888,2025-05-23,North America,Healthcare,Air Priority,973.88,1,122.76,Delivered,973.88,0.1562,152.12,5,0
ORD-119889,2025-05-18,North America,Home Decor,Ocean Freight,84.98,5,343.16,Delayed,424.9,0.1332,56.6,8,6
ORD-119890,2025-10-31,Asia-Pacific,Home Decor,Land Transport,783.08,12,294.49,Cancelled,9396.96,0.2073,1947.99,7,0
ORD-119891,2025-01-31,Latin America,Healthcare,Land Transport,1633.47,14,147.31,In Transit,22868.58,0.1634,3736.73,13,0
ORD-119892,2025-10-20,Europe,Fashion,Ocean Freight,417.76,5,472.82,Delivered,2088.8,0.1943,405.85,11,0
ORD-119893,2025-04-18,North America,Automotive,Ocean Freight,1603.14,1,481.49,Delivered,1603.14,0.1294,207.45,12,0
ORD-119894,2025-10-11,Asia-Pacific,Electronics,Land Transport,1854.48,13,79.03,Delivered,24108.24,0.1648,3973.04,9,0
ORD-119895,2025-06-08,Asia-Pacific,Healthcare,Ocean Freight,1691.93,7,494.81,In Transit,11843.51,0.2223,2632.81,14,0
ORD-119896,2025-11-22,Latin America,Fashion,Air Priority,107.73,5,342.67,In Transit,538.65,0.0775,41.75,4,0
ORD-119897,2025-01-14,Middle East,Home Decor,Air Priority,1616.01,3,182.03,Delivered,4848.03,0.2392,1159.65,11,0
ORD-119898,2025-05-02,Middle East,Fashion,Ocean Freight,1562.23,10,310.01,Delivered,15622.3,0.2286,3571.26,13,0
ORD-119899,2025-08-03,Europe,Healthcare,Air Priority,507.99,8,275.49,Delivered,4063.92,0.0832,338.12,10,0
ORD-119900,2025-09-29,Asia-Pacific,Healthcare,Land Transport,1151.7,14,486.43,Delivered,16123.8,0.1362,2196.06,13,0
ORD-119901,2025-01-25,Middle East,Electronics,Ocean Freight,599.57,10,199.54,Delivered,5995.7,0.0801,480.26,14,0
ORD-119902,2025-11-18,North America,Electronics,Air Priority,750.6,11,196.11,Delayed,8256.6,0.1364,1126.2,10,6
ORD-119903,2025-10-21,Europe,Healthcare,Land Transport,81.52,11,64.82,Cancelled,896.72,0.2403,215.48,13,0
ORD-119904,2025-06-18,North America,Electronics,Ocean Freight,723.33,13,375.91,In Transit,9403.29,0.0638,599.93,10,0
ORD-119905,2025-04-13,Middle East,Home Decor,Air Priority,303.12,5,303.24,Delivered,1515.6,0.0852,129.13,14,0
ORD-119906,2025-12-20,Asia-Pacific,Fashion,Air Priority,1847.55,13,493.01,In Transit,24018.15,0.2012,4832.45,7,0
ORD-119907,2025-02-09,Middle East,Automotive,Air Priority,610.66,11,400.13,Delivered,6717.26,0.1223,821.52,8,0
ORD-119908,2025-08-23,Europe,Fashion,Ocean Freight,225.98,10,64.96,Delivered,2259.8,0.1339,302.59,13,0
ORD-119909,2025-11-16,Europe,Fashion,Air Priority,1020.72,11,134.85,Cancelled,11227.92,0.204,2290.5,13,0
ORD-119910,2025-03-30,North America,Healthcare,Ocean Freight,1618.77,5,454.53,Cancelled,8093.85,0.2495,2019.42,13,0
ORD-119911,2025-04-10,North America,Automotive,Air Priority,311.78,7,300.41,Delivered,2182.46,0.2191,478.18,8,0
ORD-119912,2025-05-24,Europe,Electronics,Air Priority,1421.46,6,336.77,Delivered,8528.76,0.2132,1818.33,11,0
ORD-119913,2025-03-23,North America,Electronics,Air Priority,1395.13,4,79.22,Delivered,5580.52,0.1113,621.11,10,0
ORD-119914,2025-03-18,Latin America,Fashion,Ocean Freight,1146.54,2,271.36,Delivered,2293.08,0.1988,455.86,5,0
ORD-119915,2025-02-28,Europe,Healthcare,Air Priority,545.64,2,101.41,Delivered,1091.28,0.1314,143.39,3,0
ORD-119916,2025-08-17,North America,Automotive,Air Priority,730.61,8,265.14,Delivered,5844.88,0.1343,784.97,3,0
ORD-119917,2025-04-01,Middle East,Healthcare,Land Transport,1730.9,8,464.41,Delayed,13847.2,0.0618,855.76,12,7
ORD-119918,2025-12-20,Asia-Pacific,Automotive,Ocean Freight,1852.76,6,429.71,Delivered,11116.56,0.235,2612.39,6,0
ORD-119919,2025-01-01,Latin America,Automotive,Land Transport,490.57,1,177.99,Delivered,490.57,0.2064,101.25,11,0
ORD-119920,2025-09-26,Latin America,Electronics,Air Priority,213.59,12,98.75,Delivered,2563.08,0.1273,326.28,6,0
ORD-119921,2025-10-13,Asia-Pacific,Fashion,Land Transport,316.87,6,372.41,Delayed,1901.22,0.1528,290.51,5,5
ORD-119922,2025-07-16,Asia-Pacific,Electronics,Land Transport,775.01,3,19.14,In Transit,2325.03,0.0539,125.32,12,0
ORD-119923,2025-10-01,Middle East,Healthcare,Ocean Freight,718.41,5,90.03,Delivered,3592.05,0.226,811.8,14,0
ORD-119924,2025-03-19,Asia-Pacific,Electronics,Air Priority,65.28,14,65.13,Delivered,913.92,0.1129,103.18,14,0
ORD-119925,2025-05-21,Latin America,Fashion,Land Transport,1481.08,12,492.67,Delivered,17772.96,0.2438,4333.05,10,0
ORD-119926,2025-10-15,Middle East,Home Decor,Ocean Freight,1250.24,8,26.01,Delivered,10001.92,0.1482,1482.28,14,0
ORD-119927,2025-03-12,Asia-Pacific,Electronics,Ocean Freight,1895.8,12,264.2,In Transit,22749.6,0.1903,4329.25,14,0
ORD-119928,2025-02-19,Middle East,Healthcare,Land Transport,109.72,12,180.41,Delivered,1316.64,0.1986,261.48,4,0
ORD-119929,2025-03-21,Middle East,Fashion,Air Priority,895.65,6,470.98,Delivered,5373.9,0.1572,844.78,3,0
ORD-119930,2025-08-23,North America,Healthcare,Air Priority,828.23,6,84.28,Delivered,4969.38,0.1075,534.21,7,0
ORD-119931,2025-10-14,Asia-Pacific,Automotive,Air Priority,835.22,2,151.28,Delivered,1670.44,0.2203,368.0,3,0
ORD-119932,2025-11-03,North America,Fashion,Land Transport,207.14,11,327.9,Delivered,2278.54,0.0606,138.08,10,0
ORD-119933,2025-06-04,Latin America,Automotive,Land Transport,1924.95,10,65.07,Delivered,19249.5,0.1369,2635.26,4,0
ORD-119934,2025-03-01,Middle East,Fashion,Land Transport,882.4,10,296.51,Delivered,8824.0,0.1858,1639.5,7,0
ORD-119935,2025-02-02,Latin America,Home Decor,Air Priority,1324.16,14,447.32,In Transit,18538.24,0.2402,4452.89,5,0
ORD-119936,2025-05-07,Middle East,Home Decor,Ocean Freight,1163.8,13,238.76,In Transit,15129.4,0.1006,1522.02,12,0
ORD-119937,2025-08-09,Asia-Pacific,Fashion,Land Transport,1474.4,1,344.77,Delivered,1474.4,0.1395,205.68,9,0
ORD-119938,2025-07-19,Europe,Automotive,Air Priority,197.97,2,484.85,Delivered,395.94,0.1445,57.21,10,0
ORD-119939,2025-05-06,Asia-Pacific,Automotive,Air Priority,404.22,7,105.8,Delivered,2829.54,0.1581,447.35,4,0
ORD-119940,2025-02-10,Middle East,Healthcare,Land Transport,1605.54,3,306.08,Delivered,4816.62,0.0827,398.33,11,0
ORD-119941,2025-10-02,Europe,Fashion,Air Priority,1593.21,8,475.7,In Transit,12745.68,0.2301,2932.78,14,0
ORD-119942,2025-10-24,Europe,Automotive,Ocean Freight,1444.22,14,451.81,Delivered,20219.08,0.1308,2644.66,9,0
ORD-119943,2025-03-26,Asia-Pacific,Fashion,Ocean Freight,730.68,9,209.4,Delayed,6576.12,0.1363,896.33,13,1
ORD-119944,2025-03-30,Latin America,Home Decor,Air Priority,444.64,11,257.68,Delivered,4891.04,0.191,934.19,5,0
ORD-119945,2025-02-11,Asia-Pacific,Automotive,Ocean Freight,930.39,2,184.08,Delivered,1860.78,0.1313,244.32,6,0
ORD-119946,2025-04-30,Middle East,Automotive,Air Priority,298.9,6,212.11,Delivered,1793.4,0.2333,418.4,3,0
ORD-119947,2025-10-06,Latin America,Home Decor,Air Priority,865.98,8,459.27,Delivered,6927.84,0.0514,356.09,6,0
ORD-119948,2025-02-02,Middle East,Healthcare,Ocean Freight,158.39,11,366.08,Delayed,1742.29,0.1784,310.82,8,4
ORD-119949,2025-10-03,Latin America,Fashion,Ocean Freight,555.83,10,224.12,Delivered,5558.3,0.0605,336.28,8,0
ORD-119950,2025-06-02,North America,Fashion,Ocean Freight,1733.9,2,265.74,In Transit,3467.8,0.0755,261.82,3,0
ORD-119951,2025-03-31,Latin America,Fashion,Ocean Freight,732.86,14,323.08,Delivered,10260.04,0.1153,1182.98,11,0
ORD-119952,2025-04-14,North America,Fashion,Air Priority,1566.25,1,328.51,Delivered,1566.25,0.0576,90.22,11,0
ORD-119953,2025-01-12,Middle East,Electronics,Air Priority,1492.43,6,471.14,Delivered,8954.58,0.0862,771.88,8,0
ORD-119954,2025-06-09,Asia-Pacific,Home Decor,Land Transport,328.35,13,273.69,Delivered,4268.55,0.068,290.26,5,0
ORD-119955,2025-07-15,Middle East,Healthcare,Air Priority,185.88,2,209.66,Delivered,371.76,0.0673,25.02,7,0
ORD-119956,2025-11-03,Asia-Pacific,Home Decor,Ocean Freight,1416.03,1,198.31,In Transit,1416.03,0.1514,214.39,6,0
ORD-119957,2025-09-19,North America,Fashion,Ocean Freight,216.71,10,480.39,Delivered,2167.1,0.1298,281.29,5,0
ORD-119958,2025-04-01,Asia-Pacific,Electronics,Ocean Freight,301.73,3,398.31,Delivered,905.19,0.2482,224.67,11,0
ORD-119959,2025-07-16,Middle East,Electronics,Air Priority,842.55,8,285.08,Delivered,6740.4,0.0514,346.46,13,0
ORD-119960,2025-03-10,Middle East,Home Decor,Air Priority,1738.31,14,146.82,Delivered,24336.34,0.1197,2913.06,6,0
ORD-119961,2025-08-08,Middle East,Automotive,Land Transport,138.77,7,125.4,Delivered,971.39,0.0855,83.05,11,0
ORD-119962,2025-08-02,Latin America,Healthcare,Ocean Freight,1577.14,9,325.19,Delivered,14194.26,0.1391,1974.42,12,0
ORD-119963,2025-05-26,Middle East,Electronics,Air Priority,325.69,14,453.14,Delivered,4559.66,0.2265,1032.76,7,0
ORD-119964,2025-08-21,Latin America,Fashion,Land Transport,1868.41,14,400.74,Delivered,26157.74,0.2167,5668.38,6,0
ORD-119965,2025-08-22,Europe,Automotive,Ocean Freight,289.74,3,121.43,In Transit,869.22,0.128,111.26,13,0
ORD-119966,2025-08-02,North America,Healthcare,Ocean Freight,1222.36,3,335.4,Delivered,3667.08,0.1348,494.32,4,0
ORD-119967,2025-03-02,Europe,Fashion,Land Transport,1401.26,13,455.61,In Transit,18216.38,0.1857,3382.78,10,0
ORD-119968,2025-12-29,Europe,Home Decor,Ocean Freight,111.51,12,287.18,Delivered,1338.12,0.209,279.67,9,0
ORD-119969,2025-03-19,Latin America,Electronics,Land Transport,403.33,5,142.05,Delivered,2016.65,0.1894,381.95,14,0
ORD-119970,2025-04-05,Latin America,Home Decor,Land Transport,1237.47,8,29.49,Delivered,9899.76,0.1488,1473.08,8,0
ORD-119971,2025-11-26,North America,Automotive,Air Priority,1550.83,2,278.26,Delivered,3101.66,0.2117,656.62,12,0
ORD-119972,2025-08-04,North America,Electronics,Air Priority,617.56,7,95.26,Cancelled,4322.92,0.1217,526.1,14,0
ORD-119973,2025-08-01,North America,Fashion,Air Priority,1766.68,12,372.89,Delivered,21200.16,0.1542,3269.06,13,0
ORD-119974,2025-10-31,Middle East,Automotive,Land Transport,960.55,11,252.6,Delivered,10566.05,0.1758,1857.51,8,0
ORD-119975,2025-07-19,Middle East,Healthcare,Air Priority,977.85,9,371.3,Delivered,8800.65,0.1472,1295.46,10,0
ORD-119976,2025-12-18,North America,Fashion,Air Priority,1564.5,12,233.24,Delivered,18774.0,0.1888,3544.53,6,0
ORD-119977,2025-01-31,Latin America,Healthcare,Land Transport,1727.52,6,16.92,Delayed,10365.12,0.0734,760.8,3,1
ORD-119978,2025-10-17,Europe,Electronics,Land Transport,832.0,1,82.63,Delivered,832.0,0.1841,153.17,10,0
ORD-119979,2025-12-09,North America,Healthcare,Land Transport,333.22,13,284.41,In Transit,4331.86,0.1291,559.24,12,0
ORD-119980,2025-05-15,North America,Electronics,Land Transport,1508.41,4,229.65,Delivered,6033.64,0.1517,915.3,9,0
ORD-119981,2025-03-24,Europe,Healthcare,Land Transport,732.32,11,101.92,In Transit,8055.52,0.1397,1125.36,14,0
ORD-119982,2025-02-16,Asia-Pacific,Home Decor,Land Transport,1109.04,4,433.81,Delivered,4436.16,0.1076,477.33,13,0
ORD-119983,2025-07-25,North America,Home Decor,Air Priority,466.01,5,351.97,Delivered,2330.05,0.175,407.76,14,0
ORD-119984,2025-03-18,North America,Automotive,Air Priority,337.85,12,275.33,Delivered,4054.2,0.2474,1003.01,6,0
ORD-119985,2025-09-16,Middle East,Healthcare,Ocean Freight,104.14,13,438.1,Delivered,1353.82,0.2446,331.14,12,0
ORD-119986,2025-04-02,Europe,Electronics,Land Transport,737.46,8,53.03,Delivered,5899.68,0.0925,545.72,12,0
ORD-119987,2025-04-10,North America,Fashion,Air Priority,1873.72,14,226.14,Delivered,26232.08,0.2222,5828.77,9,0
ORD-119988,2025-07-14,North America,Electronics,Land Transport,1270.28,11,200.02,Delivered,13973.08,0.1195,1669.78,7,0
ORD-119989,2025-07-11,Asia-Pacific,Home Decor,Ocean Freight,1044.25,9,191.25,Delivered,9398.25,0.2259,2123.06,3,0
ORD-119990,2025-03-09,Europe,Fashion,Ocean Freight,216.89,12,130.02,Delivered,2602.68,0.1742,453.39,7,0
